# GuessTheSongYear — Music Video Database
# Format: videoId,year,title
# Lines starting with # are ignored. Blank lines are ignored.
# One videoId per line.
# -- Fallback videos from original codebase --
# -- Additional popular music videos (years 1960-2024) --
# Pop classics
# Rock / Alternative
# Hip-Hop / R&B
# Dance / Electronic
# -- Classical / Pop from earlier decades --
# 1960s
# 1970s
# Auto-updated: 619 entries (548 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py
# Auto-updated: 782 entries (163 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py
# Auto-updated: 1010 entries (228 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py
# Auto-updated: 1300 entries (290 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py
# Auto-updated: 1460 entries (160 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py

neDEyzciiVA,2012,P!nk - Just Give Me A Reason (ft. Nate Ruess) (Lyrics)
g_OdgCrnzYo,2012,TMNT (2012) Theme Song - LITERAL Version 🎵 | Digital Exclusive | Teenage Mutant Ninja Turtles
H6gPoiCv2Jo,2012,LOCKED OUT OF HEAVEN X TALKING TO THE MOON (Bruno Mars) [Jr Stit Mashup]
LkIWmsP3c_s,2013,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up) - Part 1 of 11
_CPvUgfNy64,2013,Top Songs of 2013 - A Cappella Medley/Mashup (Recap of the Best Music Hits of the Year)
HHCC4ndeJyE,2013,Little Mix - No More Sad Songs (Official Video) ft. Machine Gun Kelly
uz72xjcrEgo,2013,Bollywood Best Songs Of 2013 Hindi Movies (Jan 2013 - June 2013) | Jukebox | Latest Hits
IkexF-ncvhQ,2013,3 hours of Piano Lullabies of pop songs from the 2010s, with calming animation
y8S2LcXP1Cg,2013,Bollywood Best Songs of 2013 (July 2013 - December 2013) | Jukebox | Latest Hits
0-rg7EIt1x4,2013,Herman the Worm ♫ Camp Songs for Children ♫ Kids Brain Breaks Songs by The Learning Station
wPCGfa44bF0,2013,Peanut Butter in a Cup | Songs For Kids | Sing Along | GoNoodle
An3yI27XDUc,2013,The Top Ten Best Hit Songs of 2012
SSTYSQ16viQ,2013,Put a Finger Down Song Edition | Do You Know ALL 40 SONGS?
G6RR2_NQ530,2014,Locha E Ulfat FULL Video Song | 2 States | Arjun Kapoor, Alia Bhatt
61floBUAiTY,2014,Tu Hai Ki Nahi FULL VIDEO Song | Roy | Ankit Tiwari | Ranbir Kapoor, Jacqueline Fernandez, Tseries
SGxjSPTUjLw,2014,🟢Top Trending Music Spotify 2026✨|| Latest English Songs -- New Popular Music Hits Tiktok 2026
3AtDnEC4zak,2015,Charlie Puth - We Dont Talk Anymore (feat. Selena Gomez) [Official Video]
HmYfvNO-1iM,2015,The Top Ten Best Hit Songs of 2015 (Pt. 1)
PPB-g-ESii8,2016,Nostalgic Mix 2016 | Best Hip Hop R&B Dancehall Songs | DJDCMIXTAPES
ALZHF5UqnU4,2016,Marshmello - Alone (Official Music Video)
dRzon7OcuXE,2016,2016 summer vibes - Nostalgia playlist
3j8ecF8Wt4E,2016,Aminé - Caroline (Official Video)
1ekZEVeXwek,2016,Ariana Grande - Into You (Official Video)
F-T7XtwElp0,2017,Taare ( Full Song) | Aatish | Punjabi Songs 2017 | Ishtar Punjabi
UH06esSWDF4,2017,Jatt In Hummer: Arsh Maini (Official Song) | Goldboy | New Punjabi Songs 2017
gkfqoHH_-aU,2017,Choorhey Wali Bahh (Full Song) | Mankirt Aulakh | Parmish Verma | Sonia Mann | Latest Songs 2017
eI9neaB4BmY,2017,Gangland (Full Song) | Mankirt Aulakh Feat Deep Kahlon | Latest Punjabi Songs 2017 | Speed Records
b08nGvCP4h0,2017,The Lost Life Song By A-Kay | Music: Muzical Doctorz | Panj-Aab
73UNzYxfQV0,2018,Aaron Smith, Krono – Dancin (Lyrics)
Q-GOFPM01d0,2018,Na Ja - Pav Dharia (Official Video) | 4K Video | Dance Hit | Punjabi Songs | #pavdharia  #najanaja
yW10irX4BDI,2018,Jattwaad : Harf Cheema & Gurlez Akhtar (Official Song) Punjabi Songs | Punjabi Hit Song | Geet MP3
oLgzs8nut3A,2018,Ullaallaa Official Video (Tamil) | Petta Video Songs | Rajinikanth | Anirudh Ravichander
vnSp_E33Fuw,2018,PARMISH VERMA | SAB FADE JANGE (OFFICIAL VIDEO) | Desi Crew | Latest Punjabi Songs 2018
51erzE8KnzI,2019,Doja Cat - Say So (Lyrics)
mA_yFPXxM_E,2019,Alan Walker x AVA - Not Alone (Official Music Video)
2xTXuc3ilfA,2019,Gaither Vocal Band - Hear My Song, Lord (Official)
qFkNATtc3mc,2019,Ghungroo Song | WAR | Hrithik Roshan, Vaani Kapoor | Arijit Singh, Shilpa | Vishal & Shekhar, Kumaar
fclPhO1FsOY,2019,Mundina Nildana - Innunu Bekagide (Video Song) I Vasuki Vaibhav I Radhika I Praveen I Ananya I Vinay
JKYX2gIhQvo,2020,Top 20 Songs of 2020 (Over Four Chords)
8F2s8ivKXNY,2020,Oliver Tree - Life Goes On [Music Video]
mRD0-GxqHVo,2020,Glass Animals - Heat Waves (Official Video)
jH1RNk8954Q,2020,Ava Max - Kings & Queens [Official Music Video]
gdZLi9oWNZg,2020,BTS (방탄소년단) Dynamite Official MV
RNprQYHenNI,2020,Christina Aguilera - Reflection (2020) (From Mulan)
FxG-7AsbjeI,2020,Oliver Tree - Let Me Down [Official Music Video]
vI47vn45LEo,2020,STUCK IN 2020 | A Year-End Megamix (Mashup of 100+ Songs) // by Adamusic
FQs_8KrT9tU,2021,Whatta Man and Seven Nation Army Song | Cinderella | Prime Video
XGwxJKfi0uE,2021,Common Song - Imagine - Junior Eurovision 2021
YnbPJmen_9c,2021,Selena Gomez & Dua Lipa - Let It Be Us
GYtBoxGB6Wo,2021,Good To Be Alive - Among Us Song
JxaXmTokjqI,2021,Count to 100 Silly Song! | Jack Hartmann
tYSrY4iPX6w,2021,Tum Tum - Video Song | Enemy (Tamil) | Vishal,Arya | Anand Shankar | Vinod Kumar | Thaman S
cSmnnytHAA0,2021,Official Theme Song - iCarly (2021) Paramount+ Original | NickRewind
IofvJ9dNkm0,2021,All K-Pop Artists - All For You (2021 KBS Song Festival) I KBS WORLD TV 211217
pfxyk1glEq4,2022,Chris Brown - Under The Influence (Official Video)
Nb6_noGB_BU,2022,Top 50 Best Songs 2010 to 2022
f6YDKF0LVWw,2022,NAYEON POP! M/V
1nfRjpn0tLs,2022,Top 20 Songs of 2022 (Over Four Chords)
crtQSTYWtqE,2022,Ayra Starr - Rush (Official Music Video)
iqawonLefOA,2023,Party Summer Music Mix 2026 | DJ Club Dance Music 2026 | Best Remixes of Popular Songs 2026 MEGAMIX
GqjhCbeGgDY,2023,Party Summer Music Mix 2026 | DJ Club Dance Music 2026 | Best Remixes of Popular Songs 2026 MEGAMIX
cKXF4_BTc3o,2023,Party Summer Music Mix 2026 | DJ Club Dance Music 2026 | Best Remixes of Popular Songs 2026 MEGAMIX
528Ob6PmpKE,2023,DJ MIX 2026 - Mashups & Remixes of Popular Songs 2026 | DJ Disco Remix Dance Club Music Party 2025
V8D5P04kZ_M,2023,Diesel - Beer Song Music Video | Harish Kalyan, Athulyaa | Dhibu Ninan Thomas | Shanmugam Muthusamy
KNaCJYX-mgY,2024,Top 40 Songs of 2022 2023 - Billboard Hot 100 This Week - Best Pop Music Playlist on Spotify 2023
5nRgE-QqFVk,2024,DJ Party Summer Music Mix 2026 - Remixes & Mashups of Popular Songs 2026 | Dj Club Music Dance 2025
KrNikKFOELw,2025,Music Mix 2026 🔥 Top Songs Trending Music 🎧 Taylor Swift The Weeknd Billie Eilish Bruno Mars Drake
YZJZm119nCI,2025,FINISH THE LYRICS 🎤 Viral TikTok Songs 2025 Edition 🔥 Music Quiz
i8FlvxoExWg,1980,Best of 80s Music Legends - Tears For Fears, Madonna, Cyndi Lauper, Modern Talking, Michael Jackson
z3KN9p3aILk,1980,Best of 80s Music Legends - Tears For Fears, Madonna, Cyndi Lauper, Modern Talking, Michael Jackson
PC5Ts06HfKk,1980,80s Music Hits - Best Oldies Songs Of 1980s - The Police, Cyndi Lauper, Michael Jackson, CCR...
16r-GzIW8aY,1980,Best of 80s Music Legends - Tears For Fears, Madonna, Cyndi Lauper, Modern Talking, Michael Jackson
ocBsQNVCHck,1980,80s Music Hits 🎵 Best Oldies Songs of the 1980s | The Police, Michael Jackson & More
-2R6Jnp4A-E,1980,80s Music Hits 📀 Olivia Newton John, Cyndi Lauper, Prince, Lionel Richie, Madonna, Janet Jacks
hNwKw6YH6Yg,1980,Best of 80s Music Legends - Tears For Fears, Madonna, Cyndi Lauper, Modern Talking, Michael Jackson
oAidUGDeUjU,1980,80s Music Hits ♪ Best Oldies Songs Of 1980s ♪ Oldies But Goodies Greatest Hits 80s
2spKOM38700,1980,Best of 80s Music Legends - Tears For Fears, Madonna, Cyndi Lauper, Modern Talking, Michael Jackson
5G-fr9jgKBc,1980,80s Music Greatest Hits - Best Oldies Songs Of 1980s - The Best Oldies Song Ever 80s Music Hits
l8-DD1BjUvo,1980,Back To The 80s - 80s Greatest Hits Album - 80s Music Hits Best Songs Of The 1980s
GnuLmv6BMHc,1980,80s Music Hits ♪ Best Oldies Songs Of 1980s ♪ Oldies But Goodies Greatest Hits 80s
YRMxYfuzX20,1981,Endless Love • Theme Song • Diana Ross & Lionel Richie
-sLzV00gNUo,1981,U2 - I Will Follow
xH7cSSKnkL4,1981,Bob Seger & The Silver Bullet Band - Night Moves (Official Video)
JCL5ux66KgE,1981,Greg Kihn Band- Breakup Song 1981 [Reelin In The Years Archives]
QfenIwtoQzk,1981,Mötley Crüe - The Dirt (Est. 1981) (feat. Machine Gun Kelly)
IyhJ69mD7xI,1982,George Thorogood & The Destroyers - Bad To The Bone
6PtdpI-D6mM,1982,ANNIE (1982): “Tomorrow” Full Clip | Sony Pictures Kids Zone #WithMe
sTjjS5nN7xM,1983,Most Popular Song Each Month in the 80s
9fjg7N_mGaU,1983,Howard Jones - New Song
YMRP0HVD63g,1983,Up Where We Belong Wins Original Song: 1983 Oscars
jC1rTOLNGBY,1983,Legend Of The Condor Heroes, theme song.
H1gMQ_q3FSM,1983,Fame • Theme Song • Irene Cara
_XMZJYxb5XU,1983,Chai Eurovision Song Contest 1983 - Ofra Haza
h-mi0r0LpXo,1983,Cheers intro song
rHQgxVBQFCA,1983,John Miles - Song For You [1983] [HQ Sound]
_nNu8RBI5lM,1983,Like A Song...
s_q0IA7CKhY,1983,Whitesnake - Wine, Women An Song - Live 1983
HFWKJ2FUiAQ,1984,This Mortal Coil - Song To The Siren (Official Video)
s86K-p089R8,1984,Bon Jovi - Runaway (Official Music Video)
KTzmzrruHwc,1984,U2 - The Unforgettable Fire (Official Music Video)
lHytjEj7B9g,1984,The Neverending Story • Theme Song • Limahl
1Mtc8bTbk4o,1984,Guess The Song 70s, 80s & 90s 🎶 | 1970 - 1999 | 75 Songs | Music Quiz 🎶
V9of1ZGXzFE,1984,Culture Club - The War Song
GB2Sf4g_PIg,1984,THE ART COMPANY - Susanna [ Original Song]
znBaZ5aJB0o,1984,1984
crs18tcyq0o,1985,இசைஞானியின் 1985 Hits (Volume 1) | Maestro Ilaiyaraaja | Evergreen Song in Tamil | 80s Songs
pW_ERlsv9lM,1985,GUESS THE SONG: 1985–2025 ⭐ One Song Per Year | Music Quiz
iPUmE-tne5U,1985,Katrina & The Waves - Walking On Sunshine (Official Music Video)
jIpw202bEbs,1985,This 80s Top 10  Will Make You Wonder, What Happened to Music? | Professor of Rock
39WHi6Rd6bY,1985,இசைஞானியின் 1985 Hits (Volume 2) | Maestro Ilaiyaraaja | Evergreen Song in Tamil | 80s Songs
gxEPV4kolz0,1985,Billy Joel - Piano Man (Official HD Video)
rfIpLIK9sSo,1985,Wheaties - What the Big Boys Eat song [Baseball] (1985)
IxuThNgl3YA,1985,Bruce Springsteen - Born to Run (Official Video)
M0XQkUx_nuE,1986,Top Pop Songs USA 1986 (re-upload)
ehHSLY1UePg,1986,10 Unforgettable Rock Songs from 1986 You MUST Hear Again
9nX_2o21Z4I,1986,Our Favorite Songs of 1986 | Songs of the Year
c-ENYuomYzA,1986,Peter Cetera, Amy Grant - The Next Time I Fall (Official Music Video)
n4y19tWzDGQ,1987,Take My Breath Away winning Best Original Song Oscar®
Y1gYc1F-BeA,1987,Elton John - Your Song (Lyrics)
CenzjSEkDDA,1987,DuckTales - Theme Song | Disney+ Throwbacks | Disney+
w7dD-JJJytM,1987,Faith No More - Annes Song (Official Music Video)
NjxNnqTcHhg,1987,Popcorn Original Song
9QTj45cTB4U,1987,Arlo Guthrie - The Garden Song - 1987
9YOwOIuq6R4,1987,Fireman Sam Theme Song LIVE
LPNHwwXh3Ks,1987,What Makes This Song Great? Just Like Heaven The Cure
6xS8cFPJYDw,1987,80s Love Songs Playlist 🎚️ Studio Session 1987 | U2, Walkman & Reel-to-Reel Late Night Radio
3pGHhu1Xvag,1987,80s Nostalgic Love Songs 🎙️ Late Night Studio 1987 | Bon Jovi, U2 Joshua Tree & The Clash On Air
gnbjy2tWfd4,1987,Snow White (1987) - The Seven Dwarfs Song Scene (8/12) | Movieclips
K10HHYh6ZzQ,1988,Eminem - Eat it  1988 (First Song Ever)
DbyUL-rAq3o,1988,Top 50 Most-Played Billboard Alternative Rock Songs (1988-89)
g95-gNPIiXM,1988,இசைஞானியின் 1988 Hits (Volume 1) | Maestro Ilaiyaraaja | Evergreen Song in Tamil | 80s Songs
k09a7rYjKeU,1988,BeetleJuice (1988) - Day-O (Banana Boat Song) Dinner (HD)
xvaEJzoaYZk,1988,Steve Earle - Copperhead Road (Official Music Video)
JLf9q36UsBk,1989,Taylor Swift - Out Of The Woods
OvJu15fw1sc,1989,The Chipmunks Theme Song/Intro (1989) - 720p HD Remaster
pdEvL6jxUYA,1989,Rehab - Bartender Song (Sittin At A Bar)
GC_mV1IpjWA,1989,Samuel E. Wright - Under the Sea (from The Little Mermaid) (Official Video)
y0QCCcY5fek,1989,இசைஞானியின் 1989 Hits (Volume 2) | Maestro Ilaiyaraaja | Evergreen Song of 80s
3tmd-ClpJxA,1989,Taylor Swift - Look What You Made Me Do
p5jBhREHfds,1990,70s 80s 90s Country Music Hits Playlist Full Songs - Top 100 Classic Country Songs Of All Time
_wYENnYaboM,1990,Radio 90s Hits [ 24/7 Live ] Listen 90s Music | 90s Pop Songs - 1990s Popular Songs  • 90s Pop Hits
Ukyd5pBfJjM,1990,Radio 90s Mix [ 24/7 Live Radio ] 90s Hits | Best of 90s Pop Music ● All Out 90s Songs
cpiUqk8ChRs,1990,FINISH THE LYRICS - 80s 90s 00s 🎵  Most Popular Songs📀 Music Quiz
U67FqSnOvQw,1990,FINISH THE LYRICS - Most Popular Songs EVER (1990 - 2025) 📀MEGA CHALLENGE📢🎵
bRJ2V2lUb5Q,1991,Nirvana - Endless, Nameless (Live At The Paramount, Seattle / 1991)
MS91knuzoOA,1991,Pearl Jam - Jeremy (Official 4K Video)
wISXuwBYVIs,1991,இசைஞானியின் 1991 Hits (Volume 1) | Maestro Ilaiyaraaja | Evergreen Song of 90s
QIdimVDuSEU,1991,Frankie Knuckles - The Whistle Song (Virgin Records 1991)
3WH1Ma50QUk,1991,Whitney Houston - All The Man That I Need (Official HD Video)
B0xceHDpHcc,1991,Redemption Song (1991) - Bob Marley & The Wailers
SKu3GduS62M,1991,இசைஞானியின் 1991 Hits (Volume 3) | Maestro Ilaiyaraaja | Evergreen Song of 90s
2BsaxKucapY,1992,Alannah Myles - Song Instead Of A Kiss
8ndOc460A_8,1992,Beauty and The Beast • Theme Song • Céline Dion & Peabo Bryson
3mA5zI18ga8,1992,Friend Like Me Song (from Aladdin) (Official Video) [High Quality] - Disney Songbooks
kFfL_oglHZw,1992,The Crying Game • Theme Song • Boy George
KRjBeqOb4WM,1992,Wuthering Heights • Song/Remixed Version • Kate Bush
-W7_rdNJDyk,1992,Miles Davis - The Doo-Bop Song (Official Music Video)
H8KnHK1NskY,1992,Boyz II Men - A Song For Mama
Y8HOfcYWZoo,1993,Céline Dion - The Power Of Love (Official Remastered HD Video)
pG7_gceIFL4,1993,Sting - Seven Days
3H0NHHKBemg,1993,Nirvana - Polly (Live On MTV Unplugged, 1993 / Unedited)
CN7OmD2pWCQ,1993,Highway Song
8WEtxJ4-sh4,1994,TLC - Waterfalls (Official HD Video)
PnJav69UbI8,1994,John Michael Montgomery - I Swear (Official Music Video)
9I51JXpcLwk,1994,Joe Diffie - Pickup Man (Official Music Video)
1plPyJdXKIY,1994,Warren G - Regulate (Official Music Video) ft. Nate Dogg
7Ugf1n0B2U4,1994,Best Songs of 1994 Ranked (The Greatest Year in Music?)
4qQyUi4zfDs,1994,Portishead - Glory Box
EkwD5rQ-_d4,1994,The Toadies - Possum Kingdom (Official Music Video)
SAe3sCIakXo,1994,Counting Crows - Round Here (Official Music Video)
dUb69RIqfO8,1994,Drain You (Live On Nulle Part Ailleurs, Paris, France/1994) (Official Music Video)
II0QWsZaCqQ,1995,Billboard Top 40 Hits - June 24, 1995
VAVfaBN_bpQ,1995,Martas Song
f9PVVArt5Wk,1995,Earth Song (Radio Edit)
DN6It52dsmY,1995,Earth Song (Remastered Version)
W4vWbuuRGCg,1995,Nothin Song
FiBEm8p_Paw,1995,Bon Jovi - This Aint A Love Song (Kids Cut)
djjw3BKUV28,1995,Elastica - Car Song
HR0Czf_epcU,1995,The Dark Side Of We Are The World — What They Didnt Want You To Know! (Full Doc) | the detail.
SoZlFaW1pcI,1996,How Bill Clinton killed Pop Music with his Telecommunications Act of 1996.
kDcCSiakaU4,1996,Backstreet Boys - Ill Never Break Your Heart (Official HD Video)
6HYj-uV9NGc,1996,Chicago Bulls Theme Song | SIRIUS - The Alan Parsons Project | KNUCKLES TV Series Version
QE2joQsWXJg,1996,The Tragically Hip - Ahead By A Century (Official Music Video)
5JD6ejmlpa8,1996,Spice Girls - Stop (Official Music Video)
Oe9VB8t3m2w,1996,Céline Dion - Its All Coming Back To Me Now (Official Remastered HD Video)
pfYQ2lFuTB0,1997,Supertramp - The Logical Song (1997)
a-Lp2uC_1lg,1997,Shania Twain - From This Moment On
GzZWSrr5wFI,1997,U2 - Where The Streets Have No Name (Official Music Video)
jyJU2136ym4,1997,Oasis - DYou Know What I Mean? (Official HD Remastered Video)
dom7VlltBUc,1998,The Chicks - Wide Open Spaces (Official Video)
Vz2lyq7kGms,1998,98º - My Everything (Official Music Video)
V6CcKt7tnA0,1998,Deliver Us (Opening Song) | The Prince Of Egypt (1998) | TUNE: Kids
vGfJeW_CcFY,1998,Mulan | Ill Make a Man Out of You | @disneykids
MY4YJxn-9Og,1999,Marc Anthony - You Sang To Me
BjO1F6oCab8,1999,Brad Paisley - He Didnt Have To Be (Official Video)
5ktRCvipFNI,2000,Do Christian Artists Know 2000s Pop Hits? | Song Battle
aZl6lCF_xFI,2000,Guess The 2000s Song Without Hearing The Music!
3srgEY4vKjY,2000,top 100 most streamed songs from the 2000s
zaOZL_pPNWk,2000,Guy sings every hit song from 2000-2016 over one beat!
RV-Z1YwaOiw,2000,Lee Ann Womack - I Hope You Dance (Official Music Video)
1RUwXkb4Ohs,2000,Top 100 Most Listened 2000s Rock Songs. Best 2000s Rock Music.
tbfUQ8k9jzk,2000,Guess the Popular Song from 2010 - 2020 Music Quiz
ujcgcvOD_wc,2001,Scooter - The Logical Song
WwRrKaq0IyY,2001,Brad Paisley - Im Gonna Miss Her (Official Video)
L-iepu3EtyE,2001,System Of A Down - Aerials (Official HD Video)
HoDgYV1NzAI,2001,Dil Chahta Hai Title Song Lyrical Video | Shankar Mahadevan|Aamir Khan,Akshaye Khanna,Saif Ali Khan
9coA7bcpJII,2001,Dil Chahta Hai [Full Song] Dil Chahta Hai
G3FDtO2YsFA,2001,Ariana Grande - Music Evolution | 2001 - 2026 (4K)
ugRN1T6Cl-M,2001,Janet Jackson - Son Of A Gun (I Betcha Think This Song Is About You) (P. Diddy Remix)
t3I-LLTRA2M,2001,Guess The 100 Songs (2000-2009 Music Quiz)
HnmamXIaKYE,2002,Anne-Marie - 2002 (Lyrics) | Ellie Goulding,
0fcRa5Z6LmU,2002,Red Hot Chili Peppers - The Zephyr Song [Official Music Video]
7pE8ReA5cn4,2002,Sum 41 - The Hell Song (Official Music Video)
ff0oWESdmH0,2002,The Killers - When You Were Young (Official Music Video)
RRNdmkH8zrI,2002,Mariah Carey - Through The Rain (Official Music Video)
EfKm4k3COxw,2002,Elton John - Your Song (Greatest Hits 1970-2002 1/34)
XbxNtPiCBK8,2002,Rachel Platten - Fight Song (Lyrics)
pU2ukeS2JTE,2002,Craig David - Rise & Fall (Official Video) ft. Sting
4vAf1esMT8s,2002,Rita Ora - Your Song [ft. Ed Sheeran]
O9B8SqE51pk,2002,Ding Dong Dole (Full Song) Film - Kucch To Hai
MLeIyy2ipps,2003,Shinedown - 45 (Official Video) [HD]
DWrMeBR8W-c,2003,Toby Keith - American Soldier
colv2Wy2q7E,2003,My 1st Song
5fwGZohSJ9g,2003,AFI - The Leaving Song Pt. II (Official Music Video)
yL75mtNZ6PA,2003,Theme Song | Teen Titans | Warner Classics
VRrJugyk1Yw,2003,Blur - Good Song (Official Music Video)
iEkQGa_O5tU,2003,Gary Allan - Songs About Rain (Official Music Video)
rOC9d17vASc,2003,Fast Food Rockers - Fast Food Song
7CYE0DYIbaw,2003,Amy Winehouse - Stronger Than Me
7LsKQ8RqG4Q,2003,Amy Winehouse - Stronger Than Me (Live On Later... With Jools Holland / 2003)
n-zqjplxN1o,2003,TMNT (2003) Full Opening Theme Song [Teenage Mutant Ninja Turtles 2003 TV Intro]
qxZ713xyacY,2003,The War Song (Remastered 2003)
0pehqPZuB8A,2003,O Jaana (Full Song) | Tere Naam | Salman Khan | Udit Narayan, K.K. Alka Yagnik, Kamaal Khan | Himesh
Wx_UOqw9BMQ,2003,Mere Dil Ka Tumse Hai Kehna [Full Song] Armaan
2EtOb1_vux0,2004,Most Popular Female Singers: Rise & Fall (2004–2026)
6m6MRSfRajk,2004,Various Artists - Best of 2004 Songs | FULL AUDIO
iNKrC4QxJ48,2004,Recap of all the songs from the 2004 Eurovision Song Contest Final
6oqDVSk3omk,2004,Goofy Goober Rock Song Movie Clip - The SpongeBob SquarePants Movie (2004)
2uUmHTgT65I,2004,Dhoom Machale Song | DHOOM, Esha Deol, John Abraham, Abhishek, Uday, Sunidhi Chauhan, Pritam, Sameer
_m4Sg2YNJNM,2004,Jennifer Lopez, Pitbull - On The Floor (Lyrics)
asZwDUTEXls,2004,Sakis Rouvas - Shake It - 🇬🇷 Greece - Grand Final - Eurovision 2004
OK0CTdmv-uQ,2004,Elton John - Your Song (Atlanta Tabernacle 2004)
yY2Rd5cxGos,2004,Saaki Saaki Full Song | Musafir | Sanjay Dutt | Koena Mitra
lmPfioaW1Tw,2004,Chale Jaise Hawayein [Full Song] Main Hoon Na
kZkWKKqd9wE,2005,DJ Play a Love Song
F31exPFdNzc,2005,Malin - Sommer Og Skolefri - Norway - 2005 Junior Eurovision Song Contest
rmkhm2u0mLc,2005,The 30 Best Trance Music Songs Ever 3. (Tiesto, Armin, PvD, Ferry Corsten) | TranceForLife
vnlk8V-q0oU,2005,Jhalak Dikhla Ja Full Song (HD) Aksar | Emraan Hashmi
kNvJ_XSXHpE,2005,Something Something - Video Song | Feat. Urvashi Sharma | Mika Singh, Bella | Blockbuster Hindi Song
4aOxDHqWyK0,2006,The Time of Our Lives (The Official Song of the 2006 FIFA World Cup Germany) (Global / Int...
RFjcd_d2PhY,2006,U2 - Song For Someone (Directed by Matt Mahurin)
Y3jq_WIHP9k,2006,Shakira & Burna Boy - Dai Dai (Lyrics) World Cup Song 2026
FQ4ZxiWy1Cs,2006,Recap of all the songs from the 2006 Eurovision Song Contest Final
OXOj4bUuzSg,2006,Aaj Ki Raat (Full Song) - DON | Shah Rukh Khan | Priyanka Chopra | Boman Irani | Shankar Ehsaan Loy
nEQj6RrQbgA,2007,Carrie Underwood - So Small (Official Video)
y8OtzJtp-EM,2007,Immigrant Song (Remaster)
JzQQL5ZXn08,2007,Troy, Gabriella - You Are the Music in Me (From High School Musical 2)
vxVsDSB5UWw,2007,Hey Shona | Full Song | Ta Ra Rum Pum | Saif Ali Khan, Rani Mukerji | Shaan, Sunidhi, Vishal-Shekhar
NOoNcDkJhsI,2007,Luke Bryan - All My Friends Say (Official Music Video)
9cBb5IkFGiE,2007,Lil Ru - The Nasty Song
xM_GfQvb36U,2007,Ab To Forever | Full Song | Ta Ra Rum Pum | Saif Ali Khan, Rani Mukerji | KK, Shreya Ghoshal, Vishal
182YRYbXxXQ,2008,Julianne Hough - That Song In My Head
wdGZBRAwW74,2008,Katy Perry - Thinking Of You (Official)
zCvgXw-Bh04,2008,Alan Jackson - Sissys Song (Official Music Video)
UMYsPjsH4Rw,2008,2009 Music Memories - Nostalgic Songs Dance/Pop Mix ( Pitbull, Dj Antoine, Jennifer Lopez )
2KlvanynRwA,2008,The Traveling Song
0AqZzax9_Og,2008,Lucky Boy Song | Bachna Ae Haseeno | Bipasha Basu | Sunidhi Chauhan, Hard Kaur, Raja, Vishal-Shekhar
lV_Rr8s185I,2008,Guess the Song: 2008 Hits Edition 🎵 Spotify, YouTube, Billboard
RDIRaFGr19s,2008,Marjaani Full Video Song Billu | Shahrukh Khan | Kareena Kapoor
jjvxoaETb_E,2009,2009
MtN1YnoL46Q,2009,The Duck Song
SdM7XVlV0Mk,2009,Recap of all the songs from the 2009 Eurovision Song Contest Final
s0mjO2RI4pE,2009,Alexander rybak - fairy tale (lyrics) trending song
y6PATySZXmk,2009,Regina Spektor - Two Birds (LYRICS) Two birds on a wire [TikTok Song]
czMloseL7yE,2009,Sakis Rouvas - This Is Our Night (Greece) LIVE 2009 Eurovision Song Contest
9jI1GyMlggo,2009,Ne-Yo - Another Love Song [Official Video]
D9AFMVMl9qE,2011,Ellie Goulding - Your Song (Official Video)
gQ5qVtoLMk4,2011,Lyrical Video: Dildara Song | Ra.One | ShahRukh Khan, Kareena Kapoor
2okSis_wtls,2012,Smile Song (Remix)
PJYpZ4hkXJE,2013,One Direction - Story of My Life (Official 4K Video)
uz_19ES38cc,2013,Top 10 Best Hit Songs of 2013 - Part 1 By Diamond Axe Studios
LXXQLa-5n5w,2013,Beyoncé - Pretty Hurts (Video)
z0rxydSolwU,2013,OneRepublic - I Lived (Official Music Video)
kjWG0oNpWog,2014,Sebalter - Hunter of Stars (Switzerland) 2014 Eurovision Song Contest
v7jiFpX5SU4,2014,Suno Na Sangemarmar Full Song Youngistaan | Arijit Singh | Jackky Bhagnani, Neha Sharma
40uEcTuqIvM,2014,KIDZ BOP Kids - Fight Song (Dance Along) [KIDZ BOP 30]
coQ95u7w_18,2014,Main Tera Hero | Galat Baat Hai Full Video Song | Varun Dhawan, Ileana DCruz, Nargis Fakhri
Zy_KwCohQd0,2014,Pakkam Vanthu - Video Song | Kaththi | Vijay | Samantha Ruth Prabhu | Anirudh Ravichander
gKSVvYuvtH0,2014,Englands World Cup Song 🏆 ⚽️
OB0T17oTwUo,2014,Humdard | Arijit Singh | Mithoon | Ek Villain |  T-Series | Super Hit Song 2014
5xIUeNJIrak,2014,How To Make A Hit Pop Song, Pt. 2 (2014)
26-TcjOum50,2015,||If you know these’s songs you had a good childhood||2015-2016 songs)
ds90m5dq6-I,2015,The Top Ten Best Hit Songs of 2015 (Pt. 2)
cC3rX5r_fLY,2015,Top 10 Best Selling Songs Each Year (2010-2020)
0mqq64N1-ZM,2015,Top Songs of 2015 - A Cappella Medley/Mashup (Recap of the Best Music Hits of the Year)
xPAA2JZi0zY,2015,forgotten hit songs // 2000-2015
MdTS6-fbNH0,2015,Main Street - Pop Songs Medley (International 2015)
